地區,大廈名單,最後個案居住日期,相關疑似/確診個案
油尖旺,胡社生行 御滿屋日本料理 (非住宅),11/7/2020,1746
油尖旺,花園街110號,,2375
油尖旺,荔塘大廈B座,,1493
油尖旺,荔塘大廈B座,,1516
油尖旺,荔枝角道15-21號,,2149
油尖旺,荔枝角道15-21號,,2281
油尖旺,荔枝角道21號,,2149
油尖旺,荔枝角道21號,,2281
油尖旺,華安大廈 田記魚蛋牛腩專門店 (非住宅),10/07/2020,1483
油尖旺,華安大廈 田記魚蛋牛腩專門店 (非住宅),10/7/2020,1483
油尖旺,華興大廈 莎娃迪卡 (非住宅),18/07/2020,1941
油尖旺,華興大廈 莎娃迪卡 (非住宅),18/7/2020,1941
油尖旺,萬事昌廣場 (非住宅),18/07/2020,1739
油尖旺,萬事昌廣場 (非住宅),18/7/2020,1739
油尖旺,裕旺大廈 (非住宅),18/07/2020,1715
油尖旺,裕旺大廈 (非住宅),18/7/2020,1715
油尖旺,裕耀工廠大廈,,2876
油尖旺,西貢街19號,,2189
油尖旺,誠興樓 新森林焗之專門店 (非住宅),19/07/2020,2276
油尖旺,諾士佛臺10號 (非住宅),10/07/2020,1939
油尖旺,諾士佛臺10號 (非住宅),10/7/2020,1939
油尖旺,路德會沙崙學校 (非住宅),12/07/2020,1808
油尖旺,路德會沙崙學校 (非住宅),12/7/2020,1808
油尖旺,通菜街17號,,1715
油尖旺,遠東大廈 (非住宅),14/07/2020,1762
油尖旺,遠東大廈 (非住宅),14/7/2020,1762
油尖旺,都會海逸酒店 (非住宅),06/07/2020,1313
油尖旺,金勳大廈,,2089
油尖旺,金巴利大廈 (非住宅),15/07/2020,1657
油尖旺,金巴利大廈 (非住宅),15/7/2020,1657
油尖旺,金巴利大廈,,1658
油尖旺,金巴利大廈,,1717
油尖旺,金巴利道53-54號 (非住宅),14/07/2020,1717
油尖旺,金巴利道53-54號 (非住宅),14/7/2020,1717
油尖旺,金雞廣場 (非住宅),21/07/2020,2551
油尖旺,金馬倫道29A號 (非住宅),14/07/2020,1924
油尖旺,金馬倫道29A號 (非住宅),14/7/2020,1924
油尖旺,金馬倫里1-9號 (非住宅),17/07/2020,1986
油尖旺,金馬倫里1-9號 (非住宅),17/07/2020,2250
油尖旺,金馬倫里1-9號 (非住宅),17/7/2020,2250
油尖旺,金麗閣 (非住宅),25/07/2020,台灣衛生福利部疾病管制署通報的個案
油尖旺,銀城廣場 (非住宅),20/07/2020,2476
油尖旺,銀座38 (非住宅),11/07/2020,1750
油尖旺,銀座38 (非住宅),11/7/2020,1750
油尖旺,鎮海商業大廈 (非住宅),10/07/2020,1594
油尖旺,鎮海商業大廈 (非住宅),10/7/2020,1594
油尖旺,鑽石樓,,2240
油尖旺,長榮大廈 (非住宅),16/07/2020,1771
油尖旺,長榮大廈 元朗冰室 (非住宅),14/07/2020,1724
油尖旺,長榮大廈 元朗冰室 (非住宅),14/7/2020,1724
油尖旺,長樂街26號 (非住宅),20/07/2020,2615
油尖旺,雅蘭中心 (非住宅),19/07/2020,2164
油尖旺,雅蘭中心 稻香 (非住宅),09/07/2020,"1632, 1652, 1765, 1774, 1820, 1832"
油尖旺,雅蘭中心 稻香 (非住宅),14/07/2020,"1632, 1652, 1765, 1774, 1820, 1832, 1931"
油尖旺,雅蘭中心 稻香 (非住宅),14/07/2020,"1632, 1652, 1765, 1774, 1820, 1832, 1931, 1975, 1978, 2036, 2053, 2060, 2072, 2089, 2136, 2152, 2159, 2189, 2255, 2260, 2273, 2327, 2334, 2394, 2409, 2412, 2486, 2547, 2877"
油尖旺,雅蘭中心 稻香 (非住宅),14/07/2020,"1632, 1652, 1765, 1774, 1820, 1832, 1931, 1975, 2036, 2053, 2060, 2072, 2089, 2136, 2152, 2159, 2189, 2327, 2260, 2273, 2334, 2394, 2409, 2412, 2486"
油尖旺,雅蘭中心 稻香 (非住宅),14/07/2020,"1632, 1652, 1765, 1774, 1820, 1832, 1931, 1975, 2036, 2053, 2060, 2072, 2089, 2136, 2152, 2159, 2189, 2327, 2260, 2273, 2334, 2394, 2409, 2412, 2486, 2547"
油尖旺,雅蘭中心 稻香 (非住宅),14/7/2020,"1632, 1652, 1765, 1774, 1820, 1832, 1931, 1975, 2036,  2053, 2060, 2072, 2089, 2136, 2152, 2159, 2189, 2327, 2334, 2260, 2273"
油尖旺,雅蘭中心 稻香 (非住宅),17/07/2020,"1632, 1652, 1765, 1774, 1820, 1832, 1931, 1975, 2036,  2053, 2060, 2072, 2089, 2136,  2152, 2159, 2189"
油尖旺,雅蘭中心 稻香 (非住宅),17/07/2020,"1632, 1652, 1765, 1774, 1820, 1832, 1931, 1975, 2053, 2060, 2072, 2089"
油尖旺,雅蘭中心1期 (非住宅),07/07/2020,1491
油尖旺,雅蘭中心一期 (非住宅),17/07/2020,1687
油尖旺,雅蘭中心一期 (非住宅),17/7/2020,1687
油尖旺,雲峰樓,,1733
油尖旺,餘慶大廈,,2070
油尖旺,香港九龍諾富特酒店 (非住宅),23/07/2020,"1633, 2441"
油尖旺,香港喜來登酒店 (非住宅),19/07/2020,1910
油尖旺,香港喜來登酒店 (非住宅),19/7/2020,1910
油尖旺,香港喜來登酒店,,1419
油尖旺,香港喜來登酒店,,1811
油尖旺,香港喜來登酒店,,1910
油尖旺,香港寶御酒店 (非住宅),09/07/2020,1480
油尖旺,香港旺角維景酒店 海港酒家 (非住宅),15/07/2020,"1483, 1768, 1799, 1906, 1919, 1951, 1799"
油尖旺,香港旺角維景酒店海港酒家 (非住宅),15/07/2020,"1483, 1768, 1799, 1906, 1919, 1951"
油尖旺,香港朗廷酒店 (非住宅),14/07/2020,1884
油尖旺,香港朗廷酒店 (非住宅),14/7/2020,1884
油尖旺,香港海景絲麗酒店,,2880
油尖旺,香港瑰麗酒店 彤福軒 (非住宅),11/07/2020,1629
油尖旺,香港瑰麗酒店 彤福軒 (非住宅),11/7/2020,1629
油尖旺,香港瑰麗酒店,,2733
油尖旺,香港瑰麗酒店,,2734
油尖旺,香港童軍總會 富臨皇宮 (非住宅),14/07/2020,1783
油尖旺,香港童軍總會 富臨皇宮 (非住宅),14/7/2020,1783
油尖旺,香港藝術館 Art Ink Seafood Bar & Eatery (非住宅),18/07/2020,1837
油尖旺,香港藝術館 INK Seafood Bar & Eatery (非住宅),18/07/2020,1837
油尖旺,香港藝術館 INK Seafood Bar & Eatery (非住宅),18/7/2020,1837
油尖旺,馬哥孛羅港威酒店 (非住宅),11/07/2020,2124
油尖旺,馬哥孛羅港威酒店 (非住宅),11/7/2020,2124
油尖旺,馬頭圍道164號 (非住宅),14/07/2020,1924
油尖旺,馬頭圍道164號 (非住宅),14/7/2020,1924
油尖旺,騏生商業中心 (非住宅),18/07/2020,1837
油尖旺,騏生商業中心 (非住宅),18/7/2020,1837
油尖旺,高氏大廈 雞蛋屋 (非住宅),18/07/2020,2146
油尖旺,高氏大廈 雞蛋屋 (非住宅),18/7/2020,2146
油尖旺,鴻祥大廈 囍運冰室 (非住宅),24/07/2020,2386
油尖旺,龍堡國際,,2823
深水埗,V Walk (非住宅),21/07/2020,2111
深水埗,中國宏興大廈 (非住宅),16/07/2020,2018
深水埗,中國宏興大廈 (非住宅),17/07/2020,"2018, 2169"
深水埗,中國宏興大廈 (非住宅),17/07/2020,2169
深水埗,中國宏興大廈 (非住宅),17/7/2020,2169
深水埗,中央飯店 (非住宅),06/07/2020,"1513, 1545"
深水埗,丰匯1座,,1950
深水埗,九龍廣場 星藝廚坊 (非住宅),17/07/2020,"2031, 2035"
深水埗,九龍廣場 星藝廚坊 (非住宅),17/7/2020,"2031, 2035"
深水埗,偉業樓,,1927
深水埗,億京廣場 (非住宅),23/07/2020,2617
深水埗,元安大廈,,1636
深水埗,元安大廈,,1941
深水埗,元安大廈,,2064
深水埗,元州商場 金滿都越南餐廳  (非住宅),20/07/2020,1927
深水埗,元州商場 金滿都越南餐廳 (非住宅),20/07/2020,1927
深水埗,元州商場 金滿都越南餐廳 (非住宅),20/7/2020,1927
深水埗,元州街174-188號鴻裕大廈,,2481
深水埗,元州街鴻裕大廈,,2358
深水埗,冠奇大廈 阿明印尼餐廳 (非住宅),20/07/2020,1926
深水埗,冠奇大廈 阿明印尼餐廳 (非住宅),20/7/2020,1926
深水埗,創匯國際中心 (非住宅),06/07/2020,"1359, 1464"
深水埗,北河街34號,,2142
深水埗,北河街市政大廈 (非住宅),13/07/2020,"1557, 1608, 1611"
深水埗,北河街市政大廈 (非住宅),13/07/2020,"1557, 1608, 1611, 1852"
深水埗,北河街市政大廈 (非住宅),20/07/2020,"1557, 1608, 1611, 1852, 1905, 1926, 1927, 2056, 2057"
深水埗,北河街市政大廈 (非住宅),20/07/2020,"1557, 1608, 1611, 1852, 1905, 1927, 2056, 2057"
深水埗,北河街市政大廈 (非住宅),20/7/2020,"1557, 1608, 1611, 1808, 1852, 1905, 1926, 1927, 2056, 2057"
深水埗,北河街市政大廈 (非住宅),21/07/2020,"1557,1608, 1611,1808,1852, 1905, 1926, 1927, 2056, 2057, 2292"
深水埗,北河街市政大廈 (非住宅),22/07/2020,"1557, 1608, 1611, 1808, 1852, 1905, 1926, 1927, 2056, 2057, 2140, 2186, 2283, 2292"
深水埗,北河街市政大廈 (非住宅),22/07/2020,"1557, 1608, 1611, 1808, 1852, 1905, 1926, 1927, 2056, 2057, 2140, 2292"
深水埗,北河街街市及熟食中心 (非住宅),13/07/2020,"1435, 1558"
深水埗,北河街街市及熟食中心 (非住宅),18/07/2020,"1435, 1558, 1980, 1997"
深水埗,北河街街市及熟食中心 (非住宅),18/07/2020,"1435, 1558, 1997"
深水埗,北河街街市及熟食中心 (非住宅),18/7/2020,"1435, 1558, 1980, 1997"
深水埗,北河街街市及熟食中心 (非住宅),22/07/2020,"1435, 1558, 1980, 1997, 2234"
深水埗,南山商場 (非住宅),13/07/2020,1622
深水埗,南山商場 (非住宅),13/7/2020,1622
深水埗,南山村南山商場 南豐餐廳 (非住宅),08/07/2020,1661
深水埗,南廬大廈 (非住宅),20/07/2020,1927
深水埗,南廬大廈 (非住宅),20/7/2020,1927
深水埗,南昌街199號 鑽石樓,,2057
深水埗,南昌街199號,,2056
深水埗,南昌街332號 (非住宅),08/07/2020,1598
深水埗,南昌邨昌謙樓,,2033
深水埗,南昌邨昌謙樓,,2596
深水埗,南昌邨昌賢樓,,1435
深水埗,南邦大廈 (非住宅),16/07/2020,1907
深水埗,南邦大廈 (非住宅),16/7/2020,1907
深水埗,南邦樓,,1997
深水埗,南邦樓,,2329
深水埗,又一城 (非住宅),19/07/2020,"1594, 1699, 1896"
深水埗,又一城 (非住宅),19/07/2020,"1594, 1896"
深水埗,又一城 (非住宅),22/07/2020,"1594, 1699, 1786, 1896, 2099"
深水埗,又一城 (非住宅),22/7/2020,"1594, 1699, 1786, 1896, 2099"
深水埗,又一城 EXP (非住宅),15/07/2020,1594
深水埗,又一城 EXP (非住宅),15/7/2020,1594
深水埗,又一居29座,,2418
深水埗,又一居29座,,2419
深水埗,合興工業大廈 (非住宅),17/07/2020,1934
深水埗,合興工業大廈 (非住宅),17/7/2020,1934
深水埗,同德大廈 (非住宅),23/07/2020,2686
深水埗,喜漾2座,,2342
深水埗,喜盈商場 壹號冰室 (非住宅),12/07/2020,1611
深水埗,喜盈商場 壹號冰室 (非住宅),12/7/2020,1611
深水埗,喜雅1座,,1542
深水埗,喜雅1座,,1714
深水埗,喜雅一座,,1627
深水埗,喜雅一座,,1628
深水埗,嘉利閣,,2728
深水埗,基隆街254號,,2744
深水埗,基隆街255號 番茄師兄 (非住宅),18/07/2020,2027
深水埗,基隆街255號 番茄師兄 (非住宅),18/7/2020,2027
深水埗,基隆街298號 囍八方餃子麵館 (非住宅),09/07/2020,1501
深水埗,大南街183號,,1434
深水埗,大南街190號,,2186
深水埗,大南街190號,,2560
深水埗,大南街190號,,2668
深水埗,大南街192號 漢發麵家 (非住宅),13/07/2020,1747
深水埗,大南街192號 漢發麵家 (非住宅),13/7/2020,1747
深水埗,大南街345號 (非住宅),16/07/2020,2039
深水埗,大南街345號 (非住宅),16/7/2020,2039
深水埗,大埔道43號,,2390
深水埗,大埔道77號,,2688
深水埗,天悅廣場 (非住宅),13/07/2020,1557
深水埗,天悅廣場 (非住宅),13/7/2020,1557
深水埗,富昌商場 麥當勞 (非住宅),15/07/2020,1759
深水埗,富昌邨富旺樓,,2551
深水埗,富昌邨富旺樓,,2607
深水埗,寶熙苑富熙閣,,2652
深水埗,寶血醫院 (非住宅),13/07/2020,1524
深水埗,寶血醫院 (非住宅),13/7/2020,1524
深水埗,寶麗苑寶康閣,,1479
深水埗,巴域居,,1472
深水埗,巴域居,,1581
深水埗,巴域街53-55號 (非住宅),13/07/2020,1581
深水埗,巴域街53-55號 (非住宅),13/7/2020,1581
深水埗,常福大廈 (非住宅),18/07/2020,2419
深水埗,廣發唐樓 (非住宅),21/07/2020,2342
深水埗,德富大廈,,1629
深水埗,德富大廈,,2712
深水埗,德讚中心 (非住宅),07/07/2020,1521
深水埗,快樂大廈 客家好棧 (非住宅),13/07/2020,1545
深水埗,快樂大廈 客家好棧 (非住宅),13/7/2020,1545
深水埗,怡閣苑怡康閣,,2431
深水埗,恒寧閣 (非住宅),14/07/2020,1852
深水埗,恒寧閣 (非住宅),14/7/2020,1852
深水埗,新北河大樓 麥當勞 (非住宅),19/07/2020,2186
深水埗,新高登電腦廣場 (非住宅),23/07/2020,2483
深水埗,昇悅商場 (非住宅),17/07/2020,2018
深水埗,明勝樓 (非住宅),10/7/2020,1483
深水埗,時尚華庭 (非住宅),17/07/2020,2249
深水埗,東廬大樓,,1545
深水埗,東廬大樓A座,,1513
深水埗,榮昌邨榮俊樓,,1759
深水埗,榮昌邨榮俊樓,,2228
深水埗,欽州街56號B1 (非住宅),08/07/2020,1434
深水埗,永康街63號 Global Gateway Tower (非住宅),16/07/2020,2031
深水埗,永康街63號 Global Gateway Tower (非住宅),16/7/2020,2031
深水埗,永盛工業大廈 (非住宅),06/07/2020,1428
深水埗,汝洲街276號 肥仔記 (非住宅),14/07/2020,1611
深水埗,汝洲街276號 肥仔記 (非住宅),14/7/2020,1611
深水埗,海麗商場 (非住宅),19/07/2020,1928
深水埗,海麗邨海慧樓,,1926
深水埗,海麗邨海慧樓,,1937
深水埗,海麗邨海智樓,,1928
深水埗,深水埗鑽石樓,,2057
深水埗,澤安邨榮澤樓,,2197
深水埗,澤安邨榮澤樓,,2700
深水埗,營盤街128號元安大廈,,2441
深水埗,營盤街130號 元安大廈,,2064
深水埗,白田邨13座 (非住宅),12/07/2020,1931
深水埗,白田邨13座 (非住宅),12/7/2020,1931
深水埗,白田邨13座,,1647
深水埗,百老匯街25號 美味小廚茶餐廳 (非住宅),18/07/2020,2089
深水埗,百老匯街25號 美味小廚茶餐廳 (非住宅),18/7/2020,2089
深水埗,百老匯街73號 京都薈  (非住宅),19/07/2020,2089
深水埗,百老匯街73號 京都薈 (非住宅),19/07/2020,2089
深水埗,百老匯街73號 京都薈 (非住宅),19/7/2020,2089
深水埗,石硤尾商場 (非住宅),20/07/2020,"1813, 1881, 1927, 2067"
深水埗,石硤尾商場 (非住宅),20/07/2020,"1927, 2067"
深水埗,石硤尾商場 (非住宅),20/7/2020,"1927, 2067"
深水埗,石硤尾邨24座,,1881
深水埗,石硤尾邨商場 (非住宅),18/07/2020,1813
深水埗,石硤尾邨美亮樓,,2270
深水埗,石硤尾邨美映樓,,2269
深水埗,石硤尾邨美笙樓,,1813
深水埗,福僑大樓 (非住宅),15/07/2020,"1907, 1997"
深水埗,福僑大樓 (非住宅),15/7/2020,"1907, 1997"
深水埗,福華街104號 圓方餃子粥麵 (非住宅),13/07/2020,1434
深水埗,福華街104號 圓方餃子粥麵 (非住宅),13/7/2020,1434
深水埗,福華街157號 (非住宅),19/07/2020,1904
深水埗,福華街157號 (非住宅),19/7/2020,1904
深水埗,美孚新邨1期23座,,2089
深水埗,美孚新邨5期,,2771
深水埗,美孚新邨6期,,2616
深水埗,美孚新邨三期 (非住宅),20/07/2020,2042
深水埗,美孚新邨三期 (非住宅),20/7/2020,2042
深水埗,美孚新邨六期 (非住宅),22/07/2020,2267
深水埗,美孚新邨四期 京都會酒樓 (非住宅),08/07/2020,1854
深水埗,美孚新邨第1期,,2089
深水埗,美孚新邨第6期,,2042
深水埗,美孚新邨第六期 (非住宅),22/07/2020,2267
深水埗,美葵樓 百份百餐廳 (非住宅),15/07/2020,2011
深水埗,美葵樓 百份百餐廳 (非住宅),15/7/2020,2011
深水埗,美葵樓 雙節棍粉麵餐廳 (非住宅),13/07/2020,1647
深水埗,美葵樓 雙節棍粉麵餐廳 (非住宅),13/7/2020,1647
深水埗,興隆大廈,,2732
深水埗,荔枝角道336號 (非住宅),21/07/2020,2292
深水埗,荔枝角道338號,,2128
深水埗,荔枝閣,,2292
深水埗,荔枝閣,,2293
深水埗,華匯廣場 (非住宅),14/07/2020,1724
深水埗,華匯廣場 (非住宅),14/7/2020,1724
深水埗,華興大廈,,2604
深水埗,蘇屋商場 (非住宅),19/07/2020,1817
深水埗,蘇屋商場 (非住宅),19/7/2020,1817
深水埗,蘇屋邨百合樓 (非住宅),09/07/2020,1854
深水埗,蘇屋邨百合樓,,1855
深水埗,蘇屋邨荷花樓,,1817
深水埗,西九龍中心 (非住宅),06/07/2020,"1233, 1263, 1435"
深水埗,西九龍中心 煌府 (非住宅),18/07/2020,1864
深水埗,西九龍中心 煌府 (非住宅),18/7/2020,1864
深水埗,西九龍中心 牛車水餐廳 (非住宅),11/07/2020,1573
深水埗,西九龍中心 牛車水餐廳 (非住宅),11/7/2020,1573
深水埗,西九龍中心 美心西餅 (非住宅),14/07/2020,1611
深水埗,西九龍中心 美心西餅 (非住宅),14/7/2020,1611
深水埗,西九龍法院大樓B座 (非住宅),13/07/2020,1672
深水埗,西九龍法院大樓B座 (非住宅),18/07/2020,"1672, 1864"
深水埗,西九龍法院大樓B座 (非住宅),18/7/2020,"1672, 1864"
深水埗,貿易廣場 (非住宅),06/07/2020,1313
深水埗,通州街公園壁球中心 (非住宅),10/07/2020,1472
深水埗,通州街公園壁球中心 (非住宅),10/7/2020,1472
深水埗,金百盛中心 (非住宅),22/07/2020,2099
深水埗,金百盛中心 (非住宅),22/7/2020,2099
深水埗,金華大廈 (非住宅),23/07/2020,2686
深水埗,長沙灣保安道街市 (非住宅),24/07/2020,"2234, 2410"
深水埗,長沙灣天主教英文中學 (非住宅),15/07/2020,2483
深水埗,長沙灣政府合署 (非住宅),10/07/2020,1501
深水埗,長沙灣政府合署 (非住宅),18/07/2020,"1501, 2128"
深水埗,長沙灣政府合署 (非住宅),20/07/2020,"1501, 1890, 2128"
深水埗,長沙灣政府合署 (非住宅),20/07/2020,1890
深水埗,長沙灣政府合署 (非住宅),20/7/2020,"1501, 1890, 2128"
深水埗,長沙灣青山道381號 (非住宅),07/07/2020,1557
深水埗,青山道141號,,2482
深水埗,青山道141號,,2483
深水埗,青山道152A號 德記粉麵茶餐廳 (非住宅),23/07/2020,2483
深水埗,青山道202-210號興隆大廈 (非住宅),11/07/2020,1680
深水埗,青山道202-210號興隆大廈 (非住宅),11/7/2020,1680
深水埗,青山道258號 (非住宅),22/07/2020,2140
深水埗,青山道260號 (非住宅),10/07/2020,1542
深水埗,青山道260號 (非住宅),10/7/2020,1542
深水埗,青山道305號 翠河餐廳 (非住宅),08/07/2020,1611
深水埗,順景閣,,1557
深水埗,順景閣,,1616
深水埗,順景閣,,1661
深水埗,香港城市大學中國銀行(香港)綜合樓 城大食坊 (非住宅),21/07/2020,2080
深水埗,香港城市大學中國銀行(香港)綜合樓 城大食坊 (非住宅),21/7/2020,2080
深水埗,香港城市大學楊建文學術樓 (非住宅),21/07/2020,2080
深水埗,香港城市大學楊建文學術樓 (非住宅),21/7/2020,2080
深水埗,香港紗廠工業大廈1及2期 將軍堡 (非住宅),14/07/2020,1724
深水埗,香港紗廠工業大廈1及2期 將軍堡 (非住宅),14/7/2020,1724
深水埗,高登電腦中心 潮福蒸氣火鍋 (非住宅),12/07/2020,1931
深水埗,鴻昌工廠大廈 (非住宅),13/07/2020,1619
深水埗,鴻昌工廠大廈 (非住宅),13/7/2020,1619
深水埗,麗安邨麗正樓,,2679
深水埗,麗翠苑麗柏閣,,1481
深水埗,麗翠苑麗森閣,,1776
深水埗,麗翠苑麗榕閣,,1732
深水埗,麗閣邨麗芙樓,,2039
深水埗,麗閣邨麗芙樓,,2043
深水埗,麗閣邨麗菊樓,,1611
深水埗,黃金冰室 (順寧道店) (非住宅),13/07/2020,1542
深水埗,黃金冰室 (順寧道店) (非住宅),13/7/2020,1542
深水埗,黃金商場 潮福蒸氣火鍋 (非住宅),09/07/2020,1435
深水埗,黃金商場 潮福蒸氣火鍋 (非住宅),12/07/2020,"1435, 1931, 1980"
深水埗,黃金商場 潮福蒸氣火鍋 (非住宅),12/7/2020,"1435, 1931, 1980"
深水埗,黃金電腦商場 (非住宅),17/07/2020,2186
深水埗,龍慶堂 (非住宅),06/07/2020,1512
灣仔,The L. Square (非住宅),07/07/2020,1415
灣仔,The Mercury NOC Coffee Co. (非住宅),22/07/2020,2099
灣仔,The Mercury NOC Coffee Co. (非住宅),22/7/2020,2099
灣仔,世貿中心 (非住宅),21/07/2020,2768
灣仔,世貿中心 茶木 (非住宅),11/07/2020,1974
灣仔,世貿中心 茶木 (非住宅),11/7/2020,1974
灣仔,中國海外大廈 (非住宅),10/07/2020,1584
灣仔,中國海外大廈 (非住宅),13/07/2020,"1584, 1622"
灣仔,中國海外大廈 (非住宅),13/7/2020,"1584, 1622"
灣仔,京都廣場 大快活 (非住宅),10/07/2020,1542
灣仔,京都廣場 大快活 (非住宅),10/7/2020,1542
灣仔,保良局金銀業貿易場張凝文學校 (非住宅),15/07/2020,2026
灣仔,保良局金銀業貿易場張凝文學校 (非住宅),15/7/2020,2026
灣仔,修頓中心 (非住宅),23/07/2020,2268
灣仔,光明臺1座,,1849
灣仔,入境事務大樓 (非住宅),15/07/2020,"1542, 1584, 1765"
灣仔,入境事務大樓 (非住宅),15/07/2020,"1542, 1584, 1765, 2104, 2134"
灣仔,入境事務大樓 (非住宅),15/7/2020,"1542, 1584, 1765, 2104, 2134"
灣仔,入境事務大樓 (非住宅),24/07/2020,"1542, 1584, 1765, 2104, 2134, 2448"
灣仔,冠景樓,,2387
灣仔,利園一期 (非住宅),06/07/2020,1358
灣仔,利榮大樓 (非住宅),10/07/2020,1584
灣仔,利榮大樓 (非住宅),10/7/2020,1584
灣仔,勝意大樓 (非住宅),25/07/2020,2490
灣仔,卓信商業大廈 祥興記上海生煎包 (非住宅),24/07/2020,2650
灣仔,南洋酒店 (非住宅),11/07/2020,1520
灣仔,南洋酒店 (非住宅),11/7/2020,1520
灣仔,南華體育會 (非住宅),09/07/2020,1447
灣仔,友光大廈 (非住宅),22/07/2020,2387
灣仔,合和中心 薈軒 (非住宅),25/07/2020,2559
灣仔,嘉景臺,,2855
灣仔,堅尼地道88號A座,,2133
灣仔,堅拿道西10號 (非住宅),22/07/2020,2387
灣仔,寶明大廈,,2522
灣仔,寶明大廈,,2567
灣仔,崇光(香港崇光百貨) (非住宅),14/07/2020,1607
灣仔,崇光(香港崇光百貨) (非住宅),14/7/2020,1607
灣仔,康樂商業大廈 (非住宅),16/07/2020,1849
灣仔,康樂商業大廈 (非住宅),16/7/2020,1849
灣仔,德華大廈,,2169
灣仔,德華大廈,,2223
灣仔,德華大廈,,2352
灣仔,德華大廈,,2353
灣仔,德華大廈,,2382
灣仔,成功樓 滾得棧 (非住宅),16/07/2020,1909
灣仔,成功樓 滾得棧 (非住宅),16/7/2020,1909
灣仔,掃桿埔紀律人員體育及康樂會 (非住宅),10/07/2020,1584
灣仔,掃桿埔紀律人員體育及康樂會 (非住宅),10/7/2020,1584
灣仔,新鴻基中心 (非住宅),15/07/2020,1931
灣仔,新鴻基中心 (非住宅),15/7/2020,1931
灣仔,明豐大廈 大快活 (非住宅),15/07/2020,1649
灣仔,明豐大廈 大快活 (非住宅),15/7/2020,1649
灣仔,春園大廈 (非住宅),25/07/2020,2559
灣仔,春園街13號 廉記冰室 (非住宅),10/07/2020,1447
灣仔,春園街13號 廉記冰室 (非住宅),10/7/2020,1447
灣仔,時代廣場 (非住宅),17/07/2020,2038
灣仔,木蘭苑 金鑽名軒 (非住宅),19/07/2020,1925
灣仔,東角中心 (非住宅),17/07/2020,2032
灣仔,東角中心 (非住宅),17/7/2020,2032
灣仔,東超商業中心 (非住宅),19/07/2020,1807
灣仔,東超商業中心 (非住宅),19/7/2020,1807
灣仔,樂滿大廈,,2858
灣仔,水星街23號 NOC Coffee Co. (非住宅),22/07/2020,2099
灣仔,波斯富大廈,,2026
灣仔,海城洋樓 東坡豬手麵 (非住宅),18/07/2020,1923
灣仔,海城洋樓 東坡豬手麵 (非住宅),18/7/2020,1923
灣仔,灣仔帝盛酒店,,1837
灣仔,灣仔政府大樓 (非住宅),14/07/2020,1653
灣仔,灣仔政府大樓 (非住宅),16/07/2020,"1653, 2039, 2042"
灣仔,灣仔政府大樓 (非住宅),16/7/2020,"1653, 2039, 2042"
灣仔,玉滿樓 (非住宅),15/07/2020,2490
灣仔,珠城大廈 (非住宅),17/07/2020,2038
灣仔,百旺都中心,,2559
灣仔,皇室堡 東海薈• 拉斐特 (非住宅),17/07/2020,1909
灣仔,皇室堡 東海薈• 拉斐特 (非住宅),17/7/2020,1909
灣仔,皇悅酒店,,2411
灣仔,禮加大樓,,2038
灣仔,禮加大樓,,2644
灣仔,禮頓中心 (非住宅),21/07/2020,2026
灣仔,禮頓山3座,,1319
灣仔,禮頓山3座,,1448
灣仔,禮頓山3座,,1470
灣仔,稅務大樓 (非住宅),20/07/2020,2379
灣仔,箕璉坊 32 號,,2402
灣仔,箕璉坊 32 號,,2403
灣仔,箕璉坊 32 號,,2426
灣仔,箕璉坊32號,,2134
灣仔,箕璉閣,,2134
灣仔,經信商業大廈 (非住宅),21/07/2020,2658
灣仔,維寶商業大廈 (非住宅),14/07/2020,2099
灣仔,維寶商業大廈 (非住宅),14/7/2020,2099
灣仔,維峰 ASAP As Simple As Possible  (非住宅),18/07/2020,1909
灣仔,維峰 ASAP As Simple As Possible  (非住宅),18/7/2020,1909
灣仔,維峰 ASAP As Simple As Possible (非住宅),18/07/2020,1909
灣仔,縉景台 (非住宅),15/07/2020,1909
灣仔,縉景台 (非住宅),15/7/2020,1909
灣仔,美暉大廈 (非住宅),13/07/2020,1607
灣仔,美暉大廈 (非住宅),13/7/2020,1607
灣仔,聖保祿醫院 (非住宅),18/07/2020,2029
灣仔,聖保祿醫院 (非住宅),18/7/2020,2029
灣仔,聖公會聖雅各堂 (非住宅),11/07/2020,1584
灣仔,聖公會聖雅各堂 (非住宅),11/7/2020,1584
灣仔,聯利大廈,,2664
灣仔,胡忠大廈 大快活 (非住宅),09/07/2020,1542
灣仔,莊士頓大樓 (非住宅),19/07/2020,2164
灣仔,萬麗海景酒店,,1530
灣仔,謝斐道482號 (非住宅),08/07/2020,1531
灣仔,譚臣道112號勝意大廈,,1701
灣仔,賽馬會總部大樓 (非住宅),19/07/2020,1860
灣仔,賽馬會總部大樓 (非住宅),19/7/2020,1860
灣仔,軒尼詩大廈,,2857
灣仔,軒尼詩道310-312號 快樂蜂 (非住宅),17/07/2020,1749
灣仔,軒尼詩道310-312號 快樂蜂 (非住宅),17/7/2020,1749
灣仔,軒尼詩道軒尼詩大廈,,2268
灣仔,金朝陽中心 (非住宅),17/07/2020,1979
灣仔,金朝陽中心 (非住宅),17/7/2020,1979
灣仔,金都洋樓,,1923
灣仔,金都洋樓,,1933
灣仔,銅鑼灣廣埸二期 (非住宅),23/07/2020,2268
